0:00.053 19 + Z 0 0 (N
0:00.161 58 L Z 0 0 
0:00.961 346 L Z 0 0 
0:01.833 660 L Z 0 0 
0:02.708 975 L Z 0 0 
0:03.583 1290 L Z 0 0 
0:04.464 1607 L Z 0 0 
0:05.292 1905 L Z 0 0 
0:05.931 2135 V Z 0 0 
0:06.886 2479 L Z 0 0 
0:07.658 2757 L Z 0 0 
0:08.536 3073 L Z 0 0 
0:08.986 3235 V Z 0 0 
0:10.261 3694 L Z 0 0 
0:11.033 3972 L Z 0 0 
0:11.753 4231 L Z 0 0 
0:12.483 4494 L Z 0 0 
0:13.242 4767 L Z 0 0 
0:14.006 5042 L Z 0 0 
0:14.781 5321 L Z 0 0 
0:15.661 5638 L Z 0 0 
0:16.556 5960 L Z 0 0 
0:17.303 6229 L Z 0 0 
0:18.025 6489 L Z 0 0 
0:18.753 6751 L Z 0 0 
0:19.533 7032 L Z 0 0 
0:20.350 7326 L Z 0 0 
0:21.169 7621 L Z 0 0 
0:21.972 7910 L Z 0 0 
0:22.806 8210 L Z 0 0 
0:23.572 8486 L Z 0 0 
0:24.286 8743 L Z 0 0 
0:25.033 9012 L Z 0 0 
0:25.814 9293 L Z 0 0 
0:26.639 9590 L Z 0 0 
0:27.500 9900 L Z 0 0 
0:28.325 10197 L Z 0 0 
0:29.092 10473 L Z 0 0 
0:29.864 10751 L Z 0 0 
0:30.606 11018 L Z 0 0 
0:31.358 11289 L Z 0 0 
0:32.142 11571 L Z 0 0 
0:32.956 11864 L Z 0 0 
0:33.797 12167 L Z 0 0 
0:34.622 12464 L Z 0 0 
0:35.183 12666 V Z 0 0 
0:36.122 13004 L Z 0 0 
0:36.869 13273 L Z 0 0 
0:37.656 13556 L Z 0 0 
0:38.442 13839 L Z 0 0 
0:39.250 14130 L Z 0 0 
0:40.075 14427 L Z 0 0 
0:40.872 14714 L Z 0 0 
0:41.647 14993 L Z 0 0 
0:42.397 15263 L Z 0 0 
0:43.133 15528 L Z 0 0 
0:43.950 15822 L Z 0 0 
0:44.806 16130 L Z 0 0 
0:45.650 16434 L Z 0 0 
0:46.475 16731 L Z 0 0 
0:47.244 17008 L Z 0 0 
0:47.994 17278 L Z 0 0 
0:48.725 17541 L Z 0 0 
0:49.472 17810 L Z 0 0 
0:50.236 18085 L Z 0 0 
0:51.083 18390 L Z 0 0 
0:51.931 18695 L Z 0 0 
0:52.744 18988 L Z 0 0 
0:53.528 19270 L Z 0 0 
0:54.283 19542 L Z 0 0 
0:55.075 19827 L Z 0 0 
0:55.881 20117 L Z 0 0 
0:56.692 20409 L Z 0 0 
0:57.517 20706 L Z 0 0 
0:58.369 21013 L Z 0 0 
0:59.133 21288 L Z 0 0 
0:59.856 21548 L Z 0 0 
1:00.581 21809 L Z 0 0 
1:01.328 22078 L Z 0 0 
1:02.147 22373 L Z 0 0 
