0:00.508 183 + Z 0 0 (N
0:00.967 348 N Z 0 0 
0:02.061 742 N Z 0 0 
0:03.208 1155 N Z 0 0 
0:04.378 1576 N Z 0 0 
0:05.500 1980 N Z 0 0 
0:06.569 2365 N Z 0 0 
0:07.658 2757 N Z 0 0 
0:08.797 3167 N Z 0 0 
0:09.969 3589 N Z 0 0 
0:11.128 4006 N Z 0 0 
0:12.222 4400 N Z 0 0 
0:13.331 4799 N Z 0 0 
0:14.444 5200 N Z 0 0 
0:15.592 5613 N Z 0 0 
0:16.708 6015 N Z 0 0 
0:17.794 6406 N Z 0 0 
0:18.883 6798 N Z 0 0 
0:19.975 7191 N Z 0 0 
0:21.131 7607 N Z 0 0 
0:22.336 8041 N Z 0 0 
0:23.503 8461 N Z 0 0 
0:24.603 8857 N Z 0 0 
0:25.722 9260 N Z 0 0 
0:26.881 9677 N Z 0 0 
0:28.081 10109 N Z 0 0 
0:28.739 10346 V Z 0 0 
0:30.278 10900 N Z 0 0 
0:31.361 11290 N Z 0 0 
0:32.447 11681 N Z 0 0 
0:33.578 12088 N Z 0 0 
0:34.711 12496 N Z 0 0 
0:35.794 12886 N Z 0 0 
0:36.886 13279 N Z 0 0 
0:37.986 13675 N Z 0 0 
0:39.153 14095 N Z 0 0 
0:40.344 14524 N Z 0 0 
0:41.525 14949 N Z 0 0 
0:42.647 15353 N Z 0 0 
0:43.767 15756 N Z 0 0 
0:44.933 16176 N Z 0 0 
0:46.136 16609 N Z 0 0 
0:47.286 17023 N Z 0 0 
0:48.358 17409 N Z 0 0 
0:49.422 17792 N Z 0 0 
0:50.539 18194 N Z 0 0 
0:51.700 18612 N Z 0 0 
0:52.794 19006 N Z 0 0 
0:53.889 19400 N Z 0 0 
0:54.969 19789 N Z 0 0 
0:56.086 20191 N Z 0 0 
0:57.250 20610 N Z 0 0 
0:58.431 21035 N Z 0 0 
0:59.611 21460 N Z 0 0 
1:00.719 21859 N Z 0 0 
1:01.822 22256 N Z 0 0 
1:03.003 22681 N Z 0 0 
1:04.192 23109 N Z 0 0 
1:05.358 23529 N Z 0 0 
1:06.469 23929 N Z 0 0 
1:07.583 24330 N Z 0 0 
1:08.767 24756 N Z 0 0 
1:09.947 25181 N Z 0 0 
1:11.086 25591 N Z 0 0 
1:12.178 25984 N Z 0 0 
1:13.261 26374 N Z 0 0 
1:14.383 26778 N Z 0 0 
1:15.556 27200 N Z 0 0 
1:16.714 27617 N Z 0 0 
1:17.861 28030 N Z 0 0 
1:18.956 28424 N Z 0 0 
1:20.064 28823 N Z 0 0 
1:21.236 29245 N Z 0 0 
1:22.433 29676 N Z 0 0 
1:23.586 30091 N Z 0 0 
1:24.692 30489 N Z 0 0 
1:25.794 30886 N Z 0 0 
1:27.017 31326 N Z 0 0 
1:28.203 31753 N Z 0 0 
1:29.303 32149 N Z 0 0 
1:30.369 32533 N Z 0 0 
1:31.436 32917 N Z 0 0 
1:32.519 33307 N Z 0 0 
1:33.636 33709 N Z 0 0 
1:34.739 34106 N Z 0 0 
