0:00.233 84 + Z 0 0 (N
0:00.525 189 N Z 0 0 
0:01.181 425 N Z 0 0 
0:01.831 659 N Z 0 0 
0:02.469 889 N Z 0 0 
0:03.092 1113 N Z 0 0 
0:03.711 1336 N Z 0 0 
0:04.314 1553 N Z 0 0 
0:04.925 1773 N Z 0 0 
0:05.553 1999 N Z 0 0 
0:06.211 2236 N Z 0 0 
0:06.878 2476 N Z 0 0 
0:07.514 2705 N Z 0 0 
0:08.150 2934 N Z 0 0 
0:08.789 3164 N Z 0 0 
0:09.414 3389 N Z 0 0 
0:10.050 3618 N Z 0 0 
0:10.678 3844 N Z 0 0 
0:11.278 4060 N Z 0 0 
0:11.922 4292 N Z 0 0 
0:12.578 4528 N Z 0 0 
0:13.242 4767 N Z 0 0 
0:13.914 5009 N Z 0 0 
0:14.572 5246 N Z 0 0 
0:15.219 5479 N Z 0 0 
0:15.836 5701 N Z 0 0 
0:16.464 5927 N Z 0 0 
0:17.069 6145 N Z 0 0 
0:17.708 6375 N Z 0 0 
0:18.389 6620 N Z 0 0 
0:19.067 6864 N Z 0 0 
0:19.736 7105 N Z 0 0 
0:20.389 7340 N Z 0 0 
0:21.028 7570 N Z 0 0 
0:21.672 7802 N Z 0 0 
0:22.331 8039 N Z 0 0 
0:22.947 8261 N Z 0 0 
0:23.589 8492 N Z 0 0 
0:24.239 8726 N Z 0 0 
0:24.906 8966 N Z 0 0 
0:25.564 9203 N Z 0 0 
0:26.194 9430 N Z 0 0 
0:26.850 9666 N Z 0 0 
0:27.514 9905 N Z 0 0 
0:28.158 10137 N Z 0 0 
0:28.814 10373 N Z 0 0 
0:29.442 10599 N Z 0 0 
0:30.119 10843 N Z 0 0 
0:30.831 11099 N Z 0 0 
0:31.533 11352 N Z 0 0 
0:32.206 11594 N Z 0 0 
0:32.858 11829 N Z 0 0 
0:33.517 12066 N Z 0 0 
0:34.172 12302 N Z 0 0 
0:34.800 12528 N Z 0 0 
0:35.436 12757 N Z 0 0 
0:36.125 13005 N Z 0 0 
0:36.794 13246 N Z 0 0 
0:37.464 13487 N Z 0 0 
0:38.108 13719 N Z 0 0 
0:38.756 13952 N Z 0 0 
0:39.406 14186 N Z 0 0 
0:40.033 14412 N Z 0 0 
0:40.661 14638 N Z 0 0 
0:41.244 14848 N Z 0 0 
0:41.875 15075 N Z 0 0 
0:42.544 15316 N Z 0 0 
0:43.200 15552 N Z 0 0 
0:43.833 15780 N Z 0 0 
0:44.494 16018 N Z 0 0 
0:45.128 16246 N Z 0 0 
0:45.756 16472 N Z 0 0 
0:46.361 16690 N Z 0 0 
0:46.972 16910 N Z 0 0 
0:47.625 17145 N Z 0 0 
0:48.278 17380 N Z 0 0 
0:48.936 17617 N Z 0 0 
0:49.575 17847 N Z 0 0 
0:50.208 18075 N Z 0 0 
0:50.839 18302 N Z 0 0 
0:51.450 18522 N Z 0 0 
0:52.078 18748 N Z 0 0 
0:52.703 18973 N Z 0 0 
0:53.189 19148 A Z 0 0 
0:53.900 19404 N Z 0 0 
0:54.553 19639 N Z 0 0 
