0:00.075 27 + Z 0 0 (N
0:00.444 160 N Z 0 0 
0:01.203 433 N Z 0 0 
0:02.017 726 N Z 0 0 
0:02.947 1061 N Z 0 0 
0:03.794 1366 N Z 0 0 
0:04.586 1651 N Z 0 0 
0:05.375 1935 N Z 0 0 
0:06.175 2223 N Z 0 0 
0:06.942 2499 N Z 0 0 
0:07.758 2793 N Z 0 0 
0:08.594 3094 N Z 0 0 
0:09.450 3402 N Z 0 0 
0:10.261 3694 N Z 0 0 
0:11.072 3986 N Z 0 0 
0:11.875 4275 N Z 0 0 
0:12.617 4542 N Z 0 0 
0:13.389 4820 N Z 0 0 
0:13.906 5006 | Z 0 0 
0:14.183 5106 N Z 0 0 
0:15.117 5442 N Z 0 0 
0:15.578 5608 | Z 0 0 
0:16.064 5783 N Z 0 0 
0:16.800 6048 | Z 0 0 
0:16.903 6085 N Z 0 0 
0:17.200 6192 + Z 0 0 (B
0:17.497 6299 V Z 0 0 
0:18.431 6635 N Z 0 0 
0:18.953 6823 V Z 0 0 
0:19.992 7197 N Z 0 0 
0:20.597 7415 V Z 0 0 
0:21.736 7825 N Z 0 0 
0:22.294 8026 V Z 0 0 
0:23.317 8394 N Z 0 0 
0:23.839 8582 V Z 0 0 
0:24.808 8931 N Z 0 0 
0:25.361 9130 V Z 0 0 
0:26.400 9504 N Z 0 0 
0:26.972 9710 V Z 0 0 
0:28.050 10098 N Z 0 0 
0:28.628 10306 V Z 0 0 
0:29.600 10656 N Z 0 0 
0:30.122 10844 V Z 0 0 
0:31.108 11199 N Z 0 0 
0:31.644 11392 V Z 0 0 
0:32.711 11776 N Z 0 0 
0:33.311 11992 V Z 0 0 
0:33.883 12198 + Z 0 0 (N
0:34.456 12404 N Z 0 0 
0:35.314 12713 N Z 0 0 
0:36.144 13012 N Z 0 0 
0:36.908 13287 N Z 0 0 
0:37.706 13574 N Z 0 0 
0:38.600 13896 N Z 0 0 
0:39.547 14237 N Z 0 0 
0:40.467 14568 N Z 0 0 
0:41.381 14897 N Z 0 0 
0:42.194 15190 N Z 0 0 
0:42.958 15465 N Z 0 0 
0:43.764 15755 N Z 0 0 
0:43.900 15804 | Z 0 0 
0:44.031 15851 | Z 0 0 
0:44.731 16103 N Z 0 0 
0:44.881 16157 | Z 0 0 
0:45.303 16309 | Z 0 0 
0:45.567 16404 | Z 0 0 
0:45.772 16478 N Z 0 0 
0:46.731 16823 N Z 0 0 
0:47.214 16997 | Z 0 0 
0:47.433 17076 | Z 0 0 
0:47.536 17113 N Z 0 0 
0:48.317 17394 N Z 0 0 
0:49.111 17680 N Z 0 0 
0:49.989 17996 N Z 0 0 
0:51.006 18362 N Z 0 0 
0:51.917 18690 V Z 0 0 
0:53.125 19125 N Z 0 0 
0:53.911 19408 N Z 0 0 
0:54.706 19694 N Z 0 0 
0:55.286 19903 V Z 0 0 
0:55.992 20157 V Z 0 0 
0:57.636 20749 N Z 0 0 
0:58.672 21122 N Z 0 0 
0:59.550 21438 N Z 0 0 
0:59.878 21556 ~ Z 0 0 
1:00.303 21709 N Z 0 0 
1:01.106 21998 N Z 0 0 
1:01.964 22307 N Z 0 0 
1:02.853 22627 N Z 0 0 
1:03.342 22803 ~ Z 0 0 
1:03.500 22860 V Z 0 0 
1:04.678 23284 N Z 0 0 
1:05.561 23602 N Z 0 0 
1:06.367 23892 N Z 0 0 
1:06.878 24076 V Z 0 0 
1:07.978 24472 N Z 0 0 
1:08.550 24678 V Z 0 0 
1:09.750 25110 N Z 0 0 
1:10.614 25421 N Z 0 0 
1:11.483 25734 N Z 0 0 
1:12.281 26021 N Z 0 0 
1:13.064 26303 N Z 0 0 
1:13.847 26585 N Z 0 0 
1:14.686 26887 N Z 0 0 
1:15.622 27224 N Z 0 0 
1:16.544 27556 N Z 0 0 
1:17.472 27890 N Z 0 0 
1:18.247 28169 N Z 0 0 
1:19.031 28451 N Z 0 0 
1:19.822 28736 N Z 0 0 
1:20.653 29035 N Z 0 0 
1:21.536 29353 N Z 0 0 
1:22.383 29658 N Z 0 0 
1:22.975 29871 V Z 0 0 
1:24.017 30246 N Z 0 0 
1:24.814 30533 N Z 0 0 
1:25.633 30828 N Z 0 0 
