0:00.025 9 + Z 0 0 (B
0:00.139 50 R Z 0 0 
0:00.867 312 V Z 0 0 
0:02.319 835 R Z 0 0 
0:02.994 1078 V Z 0 0 
0:04.411 1588 R Z 0 0 
0:05.058 1821 V Z 0 0 
0:06.506 2342 R Z 0 0 
0:07.203 2593 V Z 0 0 
0:08.642 3111 R Z 0 0 
0:09.325 3357 V Z 0 0 
0:10.714 3857 R Z 0 0 
0:11.367 4092 V Z 0 0 
0:12.881 4637 R Z 0 0 
0:13.581 4889 V Z 0 0 
0:15.025 5409 R Z 0 0 
0:15.689 5648 V Z 0 0 
0:17.111 6160 R Z 0 0 
0:17.800 6408 V Z 0 0 
0:19.275 6939 R Z 0 0 
0:19.975 7191 V Z 0 0 
0:21.389 7700 R Z 0 0 
0:22.047 7937 V Z 0 0 
0:23.436 8437 R Z 0 0 
0:24.150 8694 V Z 0 0 
0:25.597 9215 R Z 0 0 
0:26.286 9463 V Z 0 0 
0:27.636 9949 R Z 0 0 
0:28.322 10196 V Z 0 0 
0:29.692 10689 R Z 0 0 
0:30.386 10939 V Z 0 0 
0:31.806 11450 R Z 0 0 
0:32.497 11699 V Z 0 0 
0:33.881 12197 R Z 0 0 
0:34.544 12436 V Z 0 0 
0:35.933 12936 R Z 0 0 
0:36.667 13200 V Z 0 0 
0:37.078 13348 V Z 0 0 
0:38.103 13717 L Z 0 0 
0:38.522 13868 + Z 0 0 (VT
0:38.797 13967 V Z 0 0 
0:39.236 14125 V Z 0 0 
0:39.619 14263 V Z 0 0 
0:40.039 14414 + Z 0 0 (N
0:40.339 14522 L Z 0 0 
0:40.736 14665 [ Z 0 0 
0:40.803 14689 + Z 0 0 (VFL
0:41.372 14894 ! Z 0 0 
0:41.717 15018 ! Z 0 0 
0:42.050 15138 ! Z 0 0 
0:42.383 15258 ! Z 0 0 
0:42.742 15387 ! Z 0 0 
0:43.108 15519 ! Z 0 0 
0:43.450 15642 ! Z 0 0 
0:43.775 15759 ! Z 0 0 
0:44.183 15906 ! Z 0 0 
