    0:00.078       28     N    0    0    0
    0:00.781      281     N    0    0    0
    0:01.556      560     N    0    0    0
    0:02.325      837     N    0    0    0
    0:03.067     1104     N    0    0    0
    0:03.800     1368     N    0    0    0
    0:04.550     1638     N    0    0    0
    0:05.300     1908     N    0    0    0
    0:06.050     2178     N    0    0    0
    0:06.794     2446     N    0    0    0
    0:07.550     2718     N    0    0    0
    0:08.292     2985     N    0    0    0
    0:09.042     3255     N    0    0    0
    0:09.800     3528     N    0    0    0
    0:10.542     3795     N    0    0    0
    0:11.294     4066     N    0    0    0
    0:12.064     4343     N    0    0    0
    0:12.817     4614     N    0    0    0
    0:13.581     4889     N    0    0    0
    0:14.342     5163     N    0    0    0
    0:15.094     5434     N    0    0    0
    0:15.847     5705     N    0    0    0
    0:16.600     5976     N    0    0    0
    0:17.372     6254     N    0    0    0
    0:18.142     6531     N    0    0    0
    0:18.894     6802     N    0    0    0
    0:19.681     7085     N    0    0    0
    0:20.439     7358     N    0    0    0
    0:21.200     7632     N    0    0    0
    0:21.972     7910     N    0    0    0
    0:22.728     8182     N    0    0    0
    0:23.489     8456     N    0    0    0
    0:24.269     8737     N    0    0    0
    0:25.025     9009     N    0    0    0
    0:25.783     9282     N    0    0    0
    0:26.556     9560     N    0    0    0
    0:27.306     9830     N    0    0    0
    0:28.061    10102     N    0    0    0
    0:28.811    10372     N    0    0    0
    0:29.561    10642     N    0    0    0
    0:30.328    10918     N    0    0    0
    0:31.078    11188     N    0    0    0
    0:31.833    11460     N    0    0    0
    0:32.592    11733     N    0    0    0
    0:33.364    12011     N    0    0    0
    0:34.117    12282     N    0    0    0
    0:34.864    12551     N    0    0    0
    0:35.625    12825     N    0    0    0
    0:36.419    13111     N    0    0    0
    0:37.183    13386     N    0    0    0
    0:37.961    13666     N    0    0    0
    0:38.747    13949     N    0    0    0
    0:39.503    14221     N    0    0    0
    0:40.264    14495     N    0    0    0
    0:41.031    14771     N    0    0    0
    0:41.797    15047     N    0    0    0
    0:42.553    15319     N    0    0    0
    0:43.303    15589     N    0    0    0
    0:44.061    15862     N    0    0    0
    0:44.822    16136     N    0    0    0
    0:45.594    16414     N    0    0    0
    0:46.350    16686     N    0    0    0
    0:47.092    16953     N    0    0    0
    0:47.858    17229     N    0    0    0
    0:48.642    17511     N    0    0    0
    0:49.414    17789     N    0    0    0
    0:50.194    18070     N    0    0    0
    0:50.975    18351     N    0    0    0
    0:51.753    18631     N    0    0    0
    0:52.533    18912     N    0    0    0
    0:53.297    19187     N    0    0    0
    0:54.078    19468     N    0    0    0
    0:54.867    19752     N    0    0    0
    0:55.656    20036     N    0    0    0
    0:56.400    20304     N    0    0    0
    0:57.183    20586     N    0    0    0
    0:57.956    20864     N    0    0    0
    0:58.733    21144     N    0    0    0
    0:59.503    21421     N    0    0    0
    1:00.272    21698     N    0    0    0
    1:01.064    21983     N    0    0    0
    1:01.842    22263     N    0    0    0
    1:02.636    22549     N    0    0    0
    1:03.400    22824     N    0    0    0
    1:04.158    23097     N    0    0    0
    1:04.939    23378     N    0    0    0
    1:05.706    23654     N    0    0    0
    1:06.469    23929     N    0    0    0
    1:07.242    24207     N    0    0    0
    1:08.000    24480     N    0    0    0
    1:08.781    24761     N    0    0    0
    1:09.572    25046     N    0    0    0
    1:10.308    25311     N    0    0    0
    1:11.083    25590     N    0    0    0
    1:11.853    25867     N    0    0    0
    1:12.636    26149     N    0    0    0
    1:13.397    26423     N    0    0    0
    1:14.156    26696     N    0    0    0
    1:14.947    26981     N    0    0    0
    1:15.706    27254     N    0    0    0
    1:16.464    27527     N    0    0    0
    1:17.225    27801     N    0    0    0
    1:17.986    28075     N    0    0    0
    1:18.764    28355     N    0    0    0
    1:19.511    28624     N    0    0    0
    1:20.264    28895     N    0    0    0
    1:21.039    29174     N    0    0    0
    1:21.797    29447     N    0    0    0
    1:22.536    29713     N    0    0    0
    1:23.253    29971     N    0    0    0
    1:24.047    30257     N    0    0    0
    1:24.825    30537     N    0    0    0
    1:25.592    30813     N    0    0    0
    1:26.344    31084     N    0    0    0
    1:27.125    31365     N    0    0    0
    1:27.894    31642     N    0    0    0
    1:28.642    31911     N    0    0    0
    1:29.403    32185     N    0    0    0
    1:30.161    32458     N    0    0    0
    1:30.939    32738     N    0    0    0
    1:31.683    33006     N    0    0    0
    1:32.444    33280     N    0    0    0
    1:33.239    33566     N    0    0    0
    1:34.006    33842     N    0    0    0
    1:34.775    34119     N    0    0    0
    1:35.550    34398     N    0    0    0
    1:36.322    34676     N    0    0    0
    1:37.094    34954     N    0    0    0
    1:37.589    35132     N    0    0    0
    1:38.656    35516     N    0    0    0
    1:39.433    35796     N    0    0    0
    1:39.903    35965     N    0    0    0
    1:40.950    36342     N    0    0    0
    1:41.711    36616     N    0    0    0
    1:42.467    36888     N    0    0    0
    1:43.242    37167     N    0    0    0
    1:43.997    37439     N    0    0    0
    1:44.775    37719     N    0    0    0
    1:45.533    37992     N    0    0    0
    1:46.289    38264     N    0    0    0
    1:47.053    38539     N    0    0    0
    1:47.811    38812     N    0    0    0
    1:48.581    39089     N    0    0    0
    1:49.353    39367     N    0    0    0
    1:50.122    39644     N    0    0    0
    1:50.894    39922     N    0    0    0
    1:51.669    40201     N    0    0    0
    1:52.447    40481     N    0    0    0
    1:53.219    40759     N    0    0    0
    1:53.972    41030     N    0    0    0
    1:54.753    41311     N    0    0    0
    1:55.533    41592     N    0    0    0
    1:56.297    41867     N    0    0    0
    1:57.067    42144     N    0    0    0
    1:57.839    42422     N    0    0    0
    1:58.594    42694     N    0    0    0
    1:59.350    42966     N    0    0    0
    2:00.114    43241     N    0    0    0
    2:00.883    43518     N    0    0    0
    2:01.672    43802     N    0    0    0
    2:02.439    44078     N    0    0    0
    2:03.217    44358     N    0    0    0
    2:03.992    44637     N    0    0    0
    2:04.756    44912     N    0    0    0
    2:05.519    45187     N    0    0    0
    2:06.278    45460     N    0    0    0
    2:07.050    45738     N    0    0    0
    2:07.825    46017     N    0    0    0
    2:08.592    46293     N    0    0    0
    2:09.381    46577     N    0    0    0
    2:10.161    46858     N    0    0    0
    2:10.928    47134     N    0    0    0
    2:11.703    47413     N    0    0    0
    2:12.469    47689     N    0    0    0
    2:13.247    47969     N    0    0    0
    2:14.028    48250     N    0    0    0
    2:14.794    48526     N    0    0    0
    2:15.561    48802     N    0    0    0
    2:16.331    49079     N    0    0    0
    2:17.086    49351     N    0    0    0
    2:17.842    49623     N    0    0    0
    2:18.617    49902     N    0    0    0
    2:19.364    50171     N    0    0    0
    2:20.119    50443     N    0    0    0
    2:20.872    50714     N    0    0    0
    2:21.658    50997     N    0    0    0
    2:22.408    51267     N    0    0    0
    2:23.150    51534     N    0    0    0
    2:23.931    51815     N    0    0    0
    2:24.675    52083     N    0    0    0
    2:25.453    52363     N    0    0    0
    2:26.228    52642     N    0    0    0
    2:26.981    52913     N    0    0    0
    2:27.767    53196     N    0    0    0
    2:28.547    53477     N    0    0    0
    2:29.011    53644     N    0    0    0
    2:30.039    54014     N    0    0    0
    2:30.800    54288     N    0    0    0
    2:31.550    54558     N    0    0    0
    2:32.308    54831     N    0    0    0
    2:33.061    55102     N    0    0    0
    2:33.825    55377     N    0    0    0
    2:34.578    55648     N    0    0    0
    2:35.322    55916     N    0    0    0
    2:36.064    56183     N    0    0    0
    2:36.839    56462     N    0    0    0
    2:37.611    56740     N    0    0    0
    2:38.139    56930     N    0    0    0
    2:39.114    57281     N    0    0    0
    2:39.886    57559     N    0    0    0
    2:40.639    57830     N    0    0    0
    2:41.372    58094     N    0    0    0
    2:42.111    58360     N    0    0    0
    2:42.856    58628     N    0    0    0
    2:43.600    58896     N    0    0    0
    2:44.336    59161     N    0    0    0
    2:45.089    59432     N    0    0    0
    2:45.850    59706     N    0    0    0
