    0:00.500      180     N    0    0    0
    0:01.464      527     N    0    0    0
    0:02.350      846     N    0    0    0
    0:03.239     1166     N    0    0    0
    0:04.197     1511     N    0    0    0
    0:05.089     1832     N    0    0    0
    0:06.831     2459     N    0    0    0
    0:07.747     2789     N    0    0    0
    0:08.575     3087     N    0    0    0
    0:09.497     3419     N    0    0    0
    0:10.425     3753     N    0    0    0
    0:11.269     4057     N    0    0    0
    0:12.178     4384     N    0    0    0
    0:13.106     4718     N    0    0    0
    0:14.006     5042     N    0    0    0
    0:14.936     5377     N    0    0    0
    0:15.942     5739     N    0    0    0
    0:16.833     6060     N    0    0    0
    0:17.817     6414     N    0    0    0
    0:18.886     6799     N    0    0    0
    0:19.781     7121     N    0    0    0
    0:20.775     7479     N    0    0    0
    0:21.739     7826     N    0    0    0
    0:22.603     8137     N    0    0    0
    0:23.550     8478     N    0    0    0
    0:24.494     8818     N    0    0    0
    0:25.378     9136     N    0    0    0
    0:26.375     9495     N    0    0    0
    0:27.372     9854     N    0    0    0
    0:28.283    10182     N    0    0    0
    0:29.269    10537     N    0    0    0
    0:30.256    10892     N    0    0    0
    0:31.175    11223     N    0    0    0
    0:32.172    11582     N    0    0    0
    0:33.103    11917     N    0    0    0
    0:33.983    12234     N    0    0    0
    0:34.969    12589     N    0    0    0
    0:35.947    12941     N    0    0    0
    0:36.833    13260     N    0    0    0
    0:37.825    13617     N    0    0    0
    0:38.747    13949     N    0    0    0
    0:39.672    14282     N    0    0    0
    0:40.625    14625     N    0    0    0
    0:41.550    14958     N    0    0    0
    0:42.461    15286     N    0    0    0
    0:43.439    15638     N    0    0    0
    0:44.381    15977     N    0    0    0
    0:45.289    16304     N    0    0    0
    0:46.250    16650     N    0    0    0
    0:47.269    17017     N    0    0    0
    0:48.200    17352     N    0    0    0
    0:49.186    17707     N    0    0    0
    0:50.131    18047     N    0    0    0
    0:51.031    18371     N    0    0    0
    0:51.986    18715     N    0    0    0
    0:52.928    19054     N    0    0    0
    0:53.794    19366     N    0    0    0
    0:54.778    19720     N    0    0    0
    0:55.700    20052     N    0    0    0
    0:56.594    20374     N    0    0    0
    0:57.581    20729     N    0    0    0
    0:58.519    21067     N    0    0    0
    0:59.394    21382     N    0    0    0
    1:00.361    21730     N    0    0    0
    1:01.278    22060     N    0    0    0
    1:02.158    22377     N    0    0    0
    1:03.128    22726     N    0    0    0
    1:04.092    23073     N    0    0    0
    1:04.989    23396     N    0    0    0
    1:05.961    23746     N    0    0    0
    1:06.897    24083     N    0    0    0
    1:07.792    24405     N    0    0    0
    1:08.797    24767     N    0    0    0
    1:09.767    25116     N    0    0    0
    1:10.683    25446     N    0    0    0
    1:11.692    25809     N    0    0    0
    1:12.653    26155     N    0    0    0
    1:13.589    26492     N    0    0    0
    1:14.553    26839     N    0    0    0
    1:15.539    27194     N    0    0    0
    1:16.514    27545     N    0    0    0
    1:17.425    27873     N    0    0    0
    1:18.344    28204     N    0    0    0
    1:19.325    28557     N    0    0    0
    1:20.242    28887     N    0    0    0
    1:21.206    29234     N    0    0    0
    1:22.203    29593     N    0    0    0
    1:23.122    29924     N    0    0    0
    1:24.108    30279     N    0    0    0
    1:25.100    30636     N    0    0    0
    1:26.039    30974     N    0    0    0
    1:27.011    31324     N    0    0    0
    1:28.033    31692     N    0    0    0
    1:28.942    32019     N    0    0    0
    1:29.886    32359     N    0    0    0
    1:30.842    32703     N    0    0    0
    1:31.739    33026     N    0    0    0
    1:32.658    33357     N    0    0    0
    1:33.642    33711     N    0    0    0
    1:34.514    34025     N    0    0    0
    1:36.250    34650     N    0    0    0
    1:37.119    34963     N    0    0    0
    1:38.847    35585     N    0    0    0
    1:40.575    36207     N    0    0    0
    1:42.331    36839     N    0    0    0
    1:44.008    37443     N    0    0    0
    1:45.711    38056     N    0    0    0
    1:47.372    38654     N    0    0    0
    1:49.067    39264     N    0    0    0
    1:50.736    39865     N    0    0    0
    1:52.381    40457     N    0    0    0
    1:54.050    41058     N    0    0    0
    1:55.686    41647     N    0    0    0
    1:57.281    42221     N    0    0    0
    1:58.853    42787     N    0    0    0
    2:00.439    43358     N    0    0    0
    2:02.044    43936     N    0    0    0
    2:03.683    44526     N    0    0    0
    2:05.306    45110     N    0    0    0
    2:06.919    45691     N    0    0    0
    2:08.486    46255     N    0    0    0
    2:10.047    46817     N    0    0    0
    2:11.661    47398     N    0    0    0
    2:13.356    48008     N    0    0    0
    2:14.994    48598     N    0    0    0
    2:16.617    49182     N    0    0    0
    2:18.283    49782     N    0    0    0
    2:19.919    50371     N    0    0    0
    2:21.581    50969     N    0    0    0
    2:23.217    51558     N    0    0    0
    2:24.842    52143     N    0    0    0
    2:26.106    52598     N    0    0    0
    2:27.206    52994     N    0    0    0
    2:28.114    53321     N    0    0    0
    2:29.386    53779     N    0    0    0
    2:30.306    54110     N    0    0    0
    2:31.222    54440     N    0    0    0
    2:32.139    54770     N    0    0    0
    2:33.031    55091     N    0    0    0
    2:33.958    55425     N    0    0    0
    2:34.967    55788     N    0    0    0
    2:35.883    56118     N    0    0    0
    2:36.886    56479     N    0    0    0
    2:37.894    56842     N    0    0    0
    2:38.864    57191     N    0    0    0
    2:39.908    57567     N    0    0    0
    2:40.919    57931     N    0    0    0
    2:41.839    58262     N    0    0    0
    2:42.786    58603     N    0    0    0
    2:43.708    58935     N    0    0    0
    2:44.625    59265     N    0    0    0
    2:45.572    59606     N    0    0    0
    2:46.539    59954     N    0    0    0
    2:47.483    60294     N    0    0    0
    2:48.492    60657     N    0    0    0
    2:49.519    61027     N    0    0    0
    2:50.472    61370     N    0    0    0
    2:51.519    61747     N    0    0    0
    2:52.553    62119     N    0    0    0
    2:53.547    62477     N    0    0    0
    2:54.594    62854     N    0    0    0
    2:55.639    63230     N    0    0    0
    2:56.589    63572     N    0    0    0
    2:57.606    63938     N    0    0    0
    2:58.556    64280     N    0    0    0
    2:59.500    64620     N    0    0    0
    3:00.603    65017     N    0    0    0
    3:01.531    65351     N    0    0    0
    3:02.503    65701     N    0    0    0
    3:03.486    66055     N    0    0    0
    3:04.422    66392     N    0    0    0
    3:05.361    66730     N    0    0    0
    3:06.381    67097     N    0    0    0
    3:07.369    67453     N    0    0    0
    3:08.403    67825     N    0    0    0
    3:09.439    68198     N    0    0    0
    3:10.411    68548     N    0    0    0
    3:11.369    68893     N    0    0    0
    3:12.342    69243     N    0    0    0
    3:13.289    69584     N    0    0    0
    3:14.247    69929     N    0    0    0
    3:15.225    70281     N    0    0    0
    3:16.203    70633     N    0    0    0
    3:17.175    70983     N    0    0    0
    3:18.150    71334     N    0    0    0
    3:19.150    71694     N    0    0    0
    3:20.097    72035     N    0    0    0
    3:21.072    72386     N    0    0    0
    3:22.067    72744     N    0    0    0
    3:23.006    73082     N    0    0    0
    3:23.978    73432     N    0    0    0
    3:24.978    73792     N    0    0    0
    3:25.894    74122     N    0    0    0
    3:26.908    74487     N    0    0    0
    3:27.886    74839     N    0    0    0
    3:28.822    75176     N    0    0    0
    3:29.808    75531     N    0    0    0
    3:30.825    75897     N    0    0    0
    3:31.756    76232     N    0    0    0
    3:32.753    76591     N    0    0    0
    3:33.761    76954     N    0    0    0
    3:34.706    77294     N    0    0    0
    3:35.697    77651     N    0    0    0
    3:36.692    78009     N    0    0    0
    3:37.600    78336     N    0    0    0
    3:38.553    78679     N    0    0    0
    3:39.519    79027     N    0    0    0
    3:40.400    79344     N    0    0    0
    3:41.350    79686     N    0    0    0
    3:42.333    80040     N    0    0    0
    3:43.169    80341     N    0    0    0
    3:44.083    80670     N    0    0    0
    3:45.069    81025     N    0    0    0
    3:45.956    81344     N    0    0    0
    3:46.875    81675     N    0    0    0
    3:47.878    82036     N    0    0    0
    3:48.806    82370     N    0    0    0
    3:49.694    82690     N    0    0    0
    3:50.681    83045     N    0    0    0
    3:51.600    83376     N    0    0    0
    3:52.478    83692     N    0    0    0
    3:53.444    84040     N    0    0    0
    3:54.375    84375     N    0    0    0
    3:55.236    84685     N    0    0    0
    3:56.228    85042     N    0    0    0
    3:57.131    85367     N    0    0    0
    3:57.992    85677     N    0    0    0
    3:58.911    86008     N    0    0    0
    3:59.822    86336     N    0    0    0
